"StateID" "Year" "area" "x_coord_centroid" "y_coord_centroid" "min_point_x" "max_point_x" "mean_point_x" "std_point_x" "min_point_y" "max_point_y" "mean_point_y" "std_point_y" "min_alt" "max_alt" "range_alt" "mean_alt" "std_alt" "sum_alt" "variety_alt" "majority_alt" "minority_alt" "median_alt" "flag" "notes" "flightsPFreq" "flightsCFreq" "shipsFreq" "flightsPTotal"
"92" "American Samoa_Tutuila" 2013 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA NA NA
"93" "American Samoa_Tutuila" 2000 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 57 5 NA
"94" "American Samoa_Tutuila" 1998 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 51 NA NA
"95" "American Samoa_Tutuila" 2010 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA 1 NA
"96" "American Samoa_Tutuila" 2005 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA NA NA
"97" "American Samoa_Tutuila" 2007 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA NA NA
"98" "American Samoa_Tutuila" 2009 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA 1 NA
"99" "American Samoa_Tutuila" 2011 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA 3 NA
"100" "American Samoa_Tutuila" 1997 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 46 NA NA
"101" "American Samoa_Tutuila" 1996 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA NA NA
"102" "American Samoa_Tutuila" 2006 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA NA NA
"103" "American Samoa_Tutuila" 2008 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA NA NA
"104" "American Samoa_Tutuila" 2002 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 47 4 NA
"105" "American Samoa_Tutuila" 2003 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 13 6 NA
"106" "American Samoa_Tutuila" 2001 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 22 4 NA
"107" "American Samoa_Tutuila" 1999 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA 63 3 NA
"108" "American Samoa_Tutuila" 2004 204.682643 -170.359285 -14.277198 -170.846676 -168.143211 -170.320821 0.619414 -14.548615 -14.154816 -14.271842 0.066103 -2 891 893 181.1245 182.891 43651 174 4 -2 132 "" "" NA NA 3 NA
